id_device,id_user,device_type,device_brand,device_model
85,3036,1,0,0
105,1275,1,12,10
123,3982,1,7,1
128,1470,1,0,0
143,1251,1,8,18
164,1132,1,6,8
170,2845,1,1,15
171,3278,1,5,14
172,1830,1,0,0
181,1423,1,3,10
194,812,1,3,8
221,3914,1,2,3
223,2136,1,0,0
242,3678,1,11,9
268,2564,1,3,9
323,1155,1,2,5
411,854,1,10,13
418,1765,1,0,0
448,72,1,7,9
457,3949,1,11,22
458,1863,1,8,20
467,3780,1,9,23
470,2353,1,0,0
515,95,1,0,0
533,3228,1,9,10
548,2220,1,1,18
562,1751,1,0,0
572,3084,1,1,9
595,2369,1,12,15
606,896,1,5,23
617,1530,1,0,0
632,7,1,4,1
647,2248,1,2,19
669,789,1,5,19
682,2723,1,7,1
703,3555,1,11,9
741,966,1,0,0
745,538,1,0,0
764,1027,1,2,6
834,2754,1,3,6
853,2836,1,0,0
862,2926,1,12,21
871,2552,1,0,0
899,2664,1,12,7
911,2492,1,8,12
915,1545,1,9,4
937,1394,1,5,21
957,1876,1,10,2
960,493,1,3,16
968,717,1,4,16
990,3818,1,4,18
1002,240,1,0,0
1047,2792,1,5,4
1071,1367,1,0,0
1084,1592,1,0,0
1116,2559,1,1,19
1161,1946,1,0,0
1179,1185,1,4,22
1182,1416,1,0,0
1212,1611,1,5,24
1238,2788,1,5,16
1316,840,1,10,21
1329,2149,1,8,3
1344,2341,1,0,0
1347,3380,1,4,8
1350,3442,1,9,5
1353,2982,1,0,0
1355,2322,1,4,13
1367,1987,1,7,9
1386,51,1,0,0
1389,3584,1,7,7
1393,3567,1,2,11
1412,3290,1,4,23
1433,1942,1,2,20
1448,1071,1,12,15
1483,84,1,0,0
1567,1838,1,10,18
1576,271,1,0,0
1603,3270,1,12,12
1626,1163,1,0,0
1650,1481,1,2,10
1670,3537,1,0,0
1677,1854,1,12,11
1715,3096,1,0,0
1737,2306,1,4,1
1759,306,1,4,7
1771,1400,1,2,8
1801,1547,1,0,0
1804,2051,1,8,15
1853,1257,1,12,7
