id_device,id_user,device_type,device_brand,device_model
5185,1222,2,2,10
5020,854,2,0,0
682,2723,1,7,1
14963,0,16,1,1
15564,0,14,1,1
8039,1185,4,0,0
7755,3243,4,7,5
1353,2982,1,0,0
4471,1946,2,11,6
632,7,1,4,1
15020,0,10,1,1
2892,987,1,9,22
3025,3746,1,2,14
5822,3688,2,12,13
3243,3688,1,0,0
5421,2685,2,12,24
8165,3982,4,11,4
7479,3642,4,2,11
957,1876,1,10,2
3534,3357,1,0,0
1912,393,1,6,5
5323,617,2,1,13
5449,2845,2,0,0
15515,0,14,1,1
5161,3096,2,6,24
15018,0,10,1,1
16110,0,11,1,1
15932,0,14,1,1
143,1251,1,8,18
1355,2322,1,4,13
2174,1918,1,3,12
5495,493,2,9,24
4314,1579,2,0,0
3571,2376,1,5,14
1329,2149,1,8,3
7884,1113,4,7,17
5644,2788,2,10,6
3255,2961,1,2,6
3135,3378,1,10,22
5263,538,2,1,24
7474,393,4,5,4
15836,0,10,1,1
164,1132,1,6,8
1350,3442,1,9,5
5805,865,2,0,0
4014,3380,2,5,2
15919,0,14,1,1
