id_device,id_user,device_type,device_brand,device_model
492,686,1,1,4
16043,0,9,1,1
2342,578,1,0,0
3846,2708,2,2,20
3814,2213,2,0,0
16183,0,11,1,1
7614,2867,4,7,10
16068,0,11,1,1
789,3292,1,4,16
4496,1412,2,4,24
1398,690,1,9,24
15399,0,14,1,1
4616,3600,2,1,16
3197,3366,1,5,3
16182,0,11,1,1
1602,1979,1,5,13
1047,2792,1,5,4
1931,1792,1,11,21
4941,75,2,5,1
3497,16,1,11,11
15969,0,14,1,1
3727,1656,2,5,8
8039,1185,4,0,0
3248,559,1,3,19
5824,3398,2,0,0
3074,273,1,0,0
1682,2969,1,6,21
3704,708,2,9,21
4636,3491,2,6,10
4743,3423,2,6,20
15617,0,14,1,1
4635,1772,2,9,14
4548,2842,2,3,6
15614,0,14,1,1
325,2842,1,7,15
7652,1573,4,11,12
7448,1503,4,4,13
15377,0,14,1,1
7843,3210,4,7,14
5436,236,2,7,9
63,3954,1,11,14
667,487,1,4,10
3677,1964,2,4,18
