id_device,id_user,device_type,device_brand,device_model
3680,3861,2,3,8
5390,2899,2,9,4
4534,763,2,7,23
4386,2791,2,0,0
15929,0,14,1,1
4153,1231,2,9,1
4561,3471,2,10,12
2547,2607,1,5,18
1625,1476,1,6,12
7777,2261,4,11,23
560,2155,1,10,5
15781,0,14,1,1
1715,3096,1,0,0
4925,2205,2,0,0
3474,2736,1,1,22
15924,0,14,1,1
7597,3960,4,5,18
5050,1714,2,1,22
15922,0,14,1,1
5787,1911,2,0,0
1365,3202,1,0,0
1735,1574,1,0,0
3630,3414,1,0,0
2431,2713,1,1,19
532,3923,1,11,13
915,1545,1,9,4
4200,3115,2,2,10
2900,2437,1,11,5
2828,1846,1,7,24
3866,184,2,12,21
3609,3115,1,6,6
3121,3271,1,0,0
3853,3998,2,6,11
5537,974,2,0,0
5218,1970,2,4,5
15930,0,14,1,1
3150,1785,1,0,0
5148,1711,2,0,0
669,789,1,5,19
15926,0,14,1,1
2653,3231,1,11,13
4305,3808,2,1,11
4185,1794,2,11,3
111,2422,1,10,16
4874,3099,2,7,1
2360,2391,1,0,0
4877,1869,2,7,8
8207,1878,4,5,21
7938,2693,4,7,22
7605,198,4,4,23
1821,1757,1,0,0
937,1394,1,5,21
