id_device,id_user,device_type,device_brand,device_model
794,1684,1,4,14
4697,1715,2,0,0
2360,2391,1,0,0
3121,3271,1,0,0
7763,1711,4,11,24
2900,2437,1,11,5
1329,2149,1,8,3
7466,2432,4,12,24
5197,3277,2,3,9
3921,1897,2,2,1
15937,0,14,1,1
4718,1839,2,12,8
4393,3020,2,0,0
2461,3284,1,12,2
937,1394,1,5,21
7795,3277,4,11,3
15927,0,14,1,1
5583,2946,2,2,21
2846,2714,1,0,0
14957,0,16,1,1
1349,1673,1,3,17
3840,3696,2,5,7
968,717,1,4,16
1837,1869,1,0,0
3630,3414,1,0,0
3849,987,2,3,3
1959,3857,1,1,23
5384,146,2,8,20
2680,2243,1,1,20
7605,198,4,4,23
4076,1773,2,0,0
764,1027,1,2,6
2271,2791,1,5,9
8045,3865,4,12,15
5689,1044,2,10,10
3283,1938,1,0,0
50,390,1,5,16
1963,3489,1,2,10
4532,991,2,0,0
5189,1896,2,8,9
255,806,1,8,15
5031,3411,2,9,2
416,3250,1,7,19
15924,0,14,1,1
3205,2586,1,0,0
3127,2899,1,5,15
1126,198,1,0,0
5805,865,2,0,0
1535,3407,1,5,23
7474,393,4,5,4
5252,3186,2,9,6
7796,3508,4,0,0
