id_device,id_user,device_type,device_brand,device_model
6,1711,1,8,15
50,390,1,5,16
78,3371,1,4,21
105,1275,1,12,10
111,2422,1,10,16
116,2432,1,0,0
117,3285,1,3,13
124,2946,1,11,22
128,1470,1,0,0
137,1787,1,2,3
143,1251,1,8,18
152,3910,1,9,6
158,2375,1,0,0
161,1067,1,7,11
164,1132,1,6,8
235,3784,1,8,16
239,3908,1,8,12
242,3678,1,11,9
255,806,1,8,15
262,1924,1,0,0
271,1990,1,7,5
289,3005,1,2,15
363,3286,1,5,16
372,3883,1,3,17
373,3566,1,1,24
382,2453,1,0,0
408,432,1,6,11
413,184,1,10,23
416,3250,1,7,19
491,1061,1,9,12
517,1447,1,0,0
532,3923,1,11,13
534,2699,1,7,6
538,1889,1,1,6
560,2155,1,10,5
570,2401,1,12,19
574,1847,1,4,4
586,2144,1,6,8
587,3710,1,12,4
595,2369,1,12,15
605,2677,1,5,14
607,3257,1,7,5
613,97,1,12,18
632,7,1,4,1
634,1429,1,12,15
659,1044,1,6,4
663,3067,1,2,4
669,789,1,5,19
695,1810,1,7,22
699,2983,1,10,24
703,3555,1,11,9
725,3130,1,8,9
753,373,1,0,0
764,1027,1,2,6
765,1121,1,11,4
794,1684,1,4,14
796,2903,1,6,10
801,3960,1,3,8
802,1598,1,0,0
805,2049,1,8,13
867,3032,1,9,22
869,1896,1,7,24
915,1545,1,9,4
921,2324,1,9,22
931,3099,1,6,23
937,1394,1,5,21
954,3571,1,10,4
968,717,1,4,16
972,35,1,12,13
976,229,1,5,12
1014,1487,1,2,2
1049,3246,1,0,0
1058,2515,1,0,0
1076,2582,1,7,9
1085,2974,1,7,3
1109,328,1,6,13
1119,1243,1,0,0
1126,198,1,0,0
1136,2222,1,0,0
1178,3988,1,11,14
1196,1801,1,2,19
1276,1780,1,6,4
1279,646,1,2,11
1292,1970,1,0,0
1329,2149,1,8,3
1332,779,1,3,20
1333,156,1,4,24
1337,2297,1,0,0
1347,3380,1,4,8
1349,1673,1,3,17
1365,3202,1,0,0
1393,3567,1,2,11
1407,419,1,0,0
1412,3290,1,4,23
1455,3884,1,0,0
1472,665,1,0,0
1493,835,1,3,5
1509,285,1,3,6
1511,1897,1,0,0
1516,3088,1,7,15
1535,3407,1,5,23
1605,3041,1,6,18
1625,1476,1,6,12
1663,2684,1,0,0
1677,1854,1,12,11
1679,3021,1,5,12
1697,2189,1,0,0
1715,3096,1,0,0
1720,1851,1,0,0
1733,3593,1,9,18
1735,1574,1,0,0
1737,2306,1,4,1
1759,306,1,4,7
1770,3742,1,0,0
1771,1400,1,2,8
1795,3020,1,5,3
1801,1547,1,0,0
1804,2051,1,8,15
1808,1248,1,0,0
1821,1757,1,0,0
1837,1869,1,0,0
1839,781,1,9,2
1853,1257,1,12,7
1873,2345,1,0,0
1908,656,1,8,18
1912,393,1,6,5
1920,755,1,10,23
1932,356,1,9,10
1948,2869,1,6,22
1959,3857,1,1,23
1963,3489,1,2,10
1982,113,1,8,1
1989,3640,1,0,0
1994,23,1,6,23
2000,3578,1,1,18
2076,423,1,6,20
2089,15,1,0,0
2099,634,1,11,17
2138,3915,1,1,23
2140,2576,1,11,16
2151,1113,1,2,24
2184,3865,1,4,12
2186,2234,1,0,0
2188,3821,1,5,16
2191,1293,1,7,11
2198,3186,1,0,0
2199,1197,1,8,7
2203,2874,1,4,7
2212,760,1,6,14
2231,2693,1,9,15
2239,3861,1,7,10
2244,1091,1,9,7
2246,1222,1,10,7
2247,3417,1,0,0
2250,1231,1,8,12
2271,2791,1,5,9
2274,3642,1,0,0
2297,3837,1,12,10
2303,1451,1,4,7
2327,3942,1,8,6
2360,2391,1,0,0
2366,3248,1,0,0
2431,2713,1,1,19
2439,2343,1,11,11
2452,1794,1,0,0
2455,980,1,0,0
2461,3284,1,12,2
2465,3054,1,1,24
2468,1812,1,0,0
2483,1813,1,2,23
2506,991,1,1,15
2531,682,1,3,3
2534,2214,1,8,7
2547,2607,1,5,18
2572,1085,1,2,22
2574,3145,1,3,21
2582,2100,1,8,8
2614,3928,1,2,23
2620,1878,1,11,5
2653,3231,1,11,13
2680,2243,1,1,20
2690,3486,1,0,0
2693,2694,1,9,21
2713,1839,1,11,24
2723,2752,1,4,13
2731,984,1,0,0
2732,79,1,4,18
2743,763,1,12,13
2768,3277,1,0,0
2770,1788,1,8,13
2771,3509,1,9,9
2782,526,1,4,12
2783,3471,1,1,6
2788,1560,1,0,0
2805,1818,1,12,1
2825,2872,1,2,24
2827,2748,1,9,2
2828,1846,1,7,24
2830,31,1,0,0
2833,3696,1,2,14
2846,2714,1,0,0
2861,2295,1,0,0
2867,1496,1,11,7
2892,987,1,9,22
2900,2437,1,11,5
2907,2366,1,8,20
2922,1720,1,0,0
2923,1328,1,0,0
2940,2205,1,7,7
2970,146,1,0,0
2992,2409,1,5,6
2996,1144,1,4,6
2998,3504,1,7,20
3022,2023,1,0,0
3025,3746,1,2,14
3031,945,1,8,9
3089,3319,1,5,14
3102,2177,1,0,0
3103,2056,1,3,17
3110,1433,1,10,7
3119,1773,1,5,17
3121,3271,1,0,0
3127,2899,1,5,15
3128,456,1,12,4
3150,1785,1,0,0
3178,499,1,4,9
3188,2486,1,9,4
3193,2277,1,4,20
3205,2586,1,0,0
3215,1376,1,0,0
3219,1879,1,7,3
3245,2264,1,0,0
3254,516,1,3,20
3267,276,1,7,16
3272,3411,1,12,4
