id_device,id_user,device_type,device_brand,device_model
5002,1055,2,3,9
627,3985,1,9,18
3558,1026,1,7,8
5516,2095,2,0,0
5042,1609,2,0,0
3760,2357,2,3,3
15523,0,14,1,1
4203,715,2,6,15
4724,759,2,10,6
4057,1888,2,0,0
5263,538,2,1,24
2023,2835,1,9,23
5388,1584,2,12,6
16065,0,9,1,1
7825,637,4,4,3
16214,0,13,1,1
16026,0,9,1,1
15540,0,14,1,1
8200,3608,4,0,0
4088,52,2,3,14
1280,3365,1,6,17
3788,3305,2,0,0
85,3036,1,0,0
15394,0,14,1,1
66,3932,1,7,16
1691,3239,1,1,19
8261,3016,4,0,0
16134,0,11,1,1
3401,2971,1,0,0
2336,3921,1,12,24
1353,2982,1,0,0
285,950,1,10,15
8137,2928,4,8,19
16084,0,11,1,1
15612,0,14,1,1
1899,1126,1,9,22
7989,1324,4,8,18
3546,2358,1,0,0
86,1739,1,7,2
15842,0,10,1,1
3984,3851,2,0,0
