id_device,id_user,device_type,device_brand,device_model
4708,2754,2,0,0
16215,0,13,1,1
3418,926,1,3,6
7711,1326,4,0,0
3401,2971,1,0,0
3406,3984,1,2,3
16162,0,11,1,1
5081,3921,2,0,0
3770,1786,2,4,5
4420,2688,2,0,0
457,3949,1,11,22
16134,0,11,1,1
3546,2358,1,0,0
16214,0,13,1,1
689,2309,1,0,0
1179,1185,1,4,22
1578,2354,1,0,0
16059,0,9,1,1
15611,0,14,1,1
1924,1786,1,8,20
8188,3563,4,10,16
3581,398,1,10,11
1524,2331,1,0,0
7604,2446,4,3,23
5279,3016,2,5,18
1576,271,1,0,0
5181,2644,2,4,7
1166,2359,1,11,13
2180,1385,1,10,21
8039,1185,4,0,0
1789,1055,1,2,24
3269,2374,1,6,8
15394,0,14,1,1
5398,283,2,7,13
10,190,1,0,0
562,1751,1,0,0
3374,3002,1,7,21
2806,1324,1,0,0
3407,370,1,12,16
3779,595,2,5,15
548,2220,1,1,18
