id_device,id_user,device_type,device_brand,device_model
34,3905,1,11,6
36,1534,1,7,13
68,3183,1,12,9
69,505,1,4,12
100,2654,1,6,20
101,3983,1,3,9
131,2250,1,3,7
138,1321,1,0,0
188,1422,1,8,7
236,3931,1,8,10
249,1319,1,5,19
254,1249,1,6,5
261,2318,1,7,19
293,3548,1,8,3
327,1103,1,0,0
350,3253,1,8,2
355,3786,1,1,18
359,274,1,8,5
360,589,1,11,3
383,3701,1,12,13
404,2203,1,5,10
417,1945,1,0,0
449,1109,1,8,5
460,623,1,10,6
502,3888,1,3,8
546,2157,1,0,0
559,3529,1,1,18
567,816,1,1,8
581,837,1,3,19
583,676,1,12,12
629,1622,1,4,23
638,3795,1,6,5
656,961,1,2,2
666,417,1,9,23
670,37,1,0,0
706,2777,1,12,10
709,897,1,4,24
727,2540,1,12,2
750,1749,1,4,10
761,2829,1,12,23
787,2943,1,10,20
788,3153,1,0,0
836,1407,1,12,19
849,262,1,11,21
860,1955,1,8,17
892,2226,1,2,3
898,3759,1,8,1
909,215,1,8,11
922,2398,1,5,5
950,1287,1,10,7
963,3878,1,1,24
993,2889,1,0,0
1032,2577,1,12,1
1035,38,1,8,2
1054,2107,1,6,1
1060,1677,1,11,4
1089,9,1,0,0
1101,2043,1,4,6
1149,2819,1,5,15
1198,218,1,0,0
1218,1172,1,12,11
1228,1286,1,0,0
1235,2996,1,0,0
1241,2597,1,4,18
1270,3446,1,5,17
1295,2470,1,0,0
1340,2495,1,11,12
1360,3429,1,1,23
1447,1209,1,11,19
1464,1007,1,12,24
1469,1692,1,8,3
1478,713,1,3,22
1515,231,1,0,0
1523,319,1,2,17
1528,2125,1,8,23
1530,2227,1,0,0
1554,2076,1,5,4
1556,2615,1,0,0
1565,3755,1,1,14
1574,794,1,2,6
1588,1969,1,10,23
1591,1325,1,11,12
1607,3337,1,0,0
1608,1537,1,9,3
1629,1465,1,9,24
1635,2728,1,8,2
1656,778,1,12,2
1657,12,1,7,14
1666,924,1,3,21
1718,3034,1,12,17
1723,2849,1,0,0
1728,288,1,9,19
1746,1179,1,3,8
1749,3569,1,9,22
1762,3384,1,8,4
1764,3655,1,0,0
1774,2077,1,9,13
1778,3207,1,0,0
1782,847,1,9,15
1792,957,1,10,14
1842,1664,1,2,6
1843,3887,1,0,0
1856,1920,1,0,0
1862,3783,1,11,13
1865,1632,1,4,10
1866,1840,1,11,7
1872,3750,1,0,0
1888,400,1,0,0
1926,3907,1,1,2
1927,3551,1,8,1
1929,1208,1,0,0
1969,1345,1,0,0
2005,221,1,6,23
