id_device,id_user,device_type,device_brand,device_model
15085,0,15,1,1
15322,0,15,1,1
15820,0,14,1,1
15325,0,15,1,1
15752,0,14,1,1
14636,0,15,1,1
15250,0,15,1,1
15224,0,15,1,1
15332,0,15,1,1
14645,0,15,1,1
14833,0,15,1,1
7602,3891,4,12,1
14897,0,15,1,1
15704,0,14,1,1
15755,0,14,1,1
14858,0,15,1,1
15204,0,15,1,1
15305,0,15,1,1
5330,2777,2,4,1
15759,0,14,1,1
4269,1955,2,0,0
15248,0,15,1,1
15715,0,14,1,1
15821,0,10,1,1
15327,0,15,1,1
15946,0,14,1,1
2289,3611,1,8,7
14644,0,15,1,1
5230,1692,2,3,6
14923,0,15,1,1
14813,0,15,1,1
15210,0,15,1,1
16048,0,9,1,1
15716,0,14,1,1
15120,0,15,1,1
15136,0,15,1,1
14884,0,15,1,1
15776,0,14,1,1
5232,1422,2,0,0
15078,0,15,1,1
14615,0,15,1,1
4962,371,2,8,24
4160,3991,2,7,7
14795,0,15,1,1
404,2203,1,5,10
14840,0,15,1,1
15153,0,15,1,1
15220,0,15,1,1
15502,0,14,1,1
5273,221,2,11,8
15292,0,15,1,1
15040,0,15,1,1
15339,0,15,1,1
898,3759,1,8,1
15193,0,15,1,1
14826,0,15,1,1
15314,0,15,1,1
14843,0,15,1,1
15131,0,15,1,1
3730,713,2,0,0
5266,3548,2,7,2
7948,581,4,0,0
3858,2076,2,0,0
14642,0,15,1,1
15893,0,10,1,1
15318,0,15,1,1
15284,0,15,1,1
909,215,1,8,11
14726,0,15,1,1
15480,0,14,1,1
15190,0,15,1,1
4577,215,2,11,13
7548,3759,4,3,9
15241,0,15,1,1
4890,1622,2,6,17
5336,3551,2,9,3
14746,0,15,1,1
15048,0,15,1,1
1228,1286,1,0,0
16021,0,9,1,1
2618,547,1,0,0
3362,2182,1,7,5
3349,3891,1,12,13
4443,2829,2,0,0
15057,0,15,1,1
15086,0,15,1,1
14824,0,15,1,1
14781,0,15,1,1
14767,0,15,1,1
2562,2518,1,0,0
15114,0,15,1,1
14765,0,15,1,1
15311,0,15,1,1
14836,0,15,1,1
8251,778,4,2,8
15036,0,15,1,1
14798,0,15,1,1
7469,1118,4,12,15
138,1321,1,0,0
15817,0,14,1,1
15174,0,15,1,1
14849,0,15,1,1
7654,414,4,0,0
15310,0,15,1,1
15830,0,14,1,1
15102,0,15,1,1
5038,1345,2,4,17
15494,0,14,1,1
15269,0,15,1,1
14879,0,15,1,1
1856,1920,1,0,0
15109,0,15,1,1
15868,0,10,1,1
15583,0,14,1,1
5129,3795,2,0,0
15631,0,14,1,1
14681,0,15,1,1
15244,0,15,1,1
15326,0,15,1,1
15756,0,14,1,1
14794,0,15,1,1
14756,0,15,1,1
5082,2227,2,3,3
15129,0,15,1,1
15627,0,14,1,1
15944,0,14,1,1
14880,0,15,1,1
15294,0,15,1,1
14927,0,15,1,1
