id_device,id_user,device_type,device_brand,device_model
15310,0,15,1,1
15879,0,10,1,1
1218,1172,1,12,11
15280,0,15,1,1
15889,0,10,1,1
15331,0,15,1,1
2365,1913,1,9,14
2567,366,1,0,0
14722,0,15,1,1
14654,0,15,1,1
15268,0,15,1,1
15110,0,15,1,1
15805,0,14,1,1
15296,0,15,1,1
2915,2529,1,0,0
15819,0,14,1,1
14669,0,15,1,1
15440,0,14,1,1
14646,0,15,1,1
15357,0,12,1,1
4796,668,2,2,9
15508,0,14,1,1
1530,2227,1,0,0
14858,0,15,1,1
14760,0,15,1,1
4577,215,2,11,13
15253,0,15,1,1
15351,0,12,1,1
15165,0,15,1,1
14829,0,15,1,1
15815,0,10,1,1
15160,0,15,1,1
15716,0,14,1,1
3194,3790,1,10,15
1591,1325,1,11,12
15311,0,15,1,1
15849,0,14,1,1
14799,0,15,1,1
15116,0,15,1,1
14952,0,15,1,1
14733,0,15,1,1
15336,0,15,1,1
15271,0,15,1,1
14638,0,15,1,1
3689,1249,2,9,14
14865,0,15,1,1
15041,0,15,1,1
3349,3891,1,12,13
15828,0,14,1,1
15202,0,15,1,1
5610,792,2,11,23
4847,3888,2,10,23
15279,0,15,1,1
4443,2829,2,0,0
14932,0,15,1,1
1888,400,1,0,0
2868,3151,1,8,5
14944,0,15,1,1
15077,0,15,1,1
15042,0,15,1,1
14889,0,15,1,1
14615,0,15,1,1
1295,2470,1,0,0
15358,0,12,1,1
15419,0,14,1,1
4277,1277,2,0,0
15500,0,14,1,1
15356,0,12,1,1
5038,1345,2,4,17
14929,0,15,1,1
14664,0,15,1,1
15091,0,15,1,1
7680,3050,4,0,0
5082,2227,2,3,3
1666,924,1,3,21
16107,0,11,1,1
15048,0,15,1,1
15422,0,14,1,1
14659,0,15,1,1
3017,3602,1,4,20
15818,0,14,1,1
15946,0,14,1,1
14844,0,15,1,1
15643,0,14,1,1
15659,0,14,1,1
2973,3663,1,0,0
15087,0,15,1,1
15298,0,15,1,1
2130,1478,1,0,0
3923,897,2,0,0
15070,0,15,1,1
15060,0,15,1,1
14888,0,15,1,1
15234,0,15,1,1
4109,1677,2,0,0
5512,2717,2,12,2
261,2318,1,7,19
8073,3337,4,7,5
15228,0,15,1,1
16036,0,9,1,1
14894,0,15,1,1
14751,0,15,1,1
5685,1208,2,5,12
15965,0,10,1,1
1926,3907,1,1,2
14794,0,15,1,1
950,1287,1,10,7
3637,414,1,8,20
15289,0,15,1,1
14915,0,15,1,1
8110,231,4,3,15
3496,1086,1,11,16
14856,0,15,1,1
1969,1345,1,0,0
15038,0,15,1,1
15851,0,10,1,1
15145,0,15,1,1
15216,0,15,1,1
15759,0,14,1,1
3772,231,2,7,4
15078,0,15,1,1
15321,0,15,1,1
15704,0,14,1,1
14907,0,15,1,1
15354,0,12,1,1
15222,0,15,1,1
14805,0,15,1,1
3424,581,1,9,16
14627,0,15,1,1
