id_device,id_user,device_type,device_brand,device_model
3,496,1,11,4
10,190,1,0,0
27,3815,1,0,0
76,3659,1,0,0
86,1739,1,7,2
93,303,1,0,0
96,3114,1,4,21
108,3527,1,11,21
112,2133,1,7,19
126,1724,1,7,6
179,973,1,9,21
180,2531,1,0,0
184,2202,1,6,6
209,2962,1,0,0
237,930,1,11,15
272,3155,1,9,9
285,950,1,10,15
310,1495,1,5,20
313,2305,1,11,21
322,2994,1,0,0
352,1806,1,0,0
379,3195,1,7,23
421,618,1,3,17
427,467,1,1,13
438,1343,1,12,12
442,2959,1,6,22
443,2895,1,6,4
463,2137,1,7,22
465,700,1,7,15
476,284,1,5,2
503,105,1,1,4
536,2972,1,12,11
544,1157,1,0,0
577,1116,1,11,6
603,358,1,0,0
610,1239,1,5,20
611,2823,1,0,0
619,195,1,7,20
640,929,1,6,1
654,437,1,12,4
665,3459,1,8,9
691,801,1,0,0
702,2538,1,8,16
710,2687,1,0,0
716,1122,1,1,1
719,3480,1,0,0
733,1498,1,0,0
737,3079,1,1,10
739,2782,1,2,17
744,321,1,9,14
781,3514,1,6,10
813,3156,1,0,0
829,10,1,0,0
854,759,1,1,10
857,560,1,12,8
875,3572,1,1,10
893,1754,1,0,0
933,1500,1,12,15
939,501,1,3,2
946,2334,1,1,17
952,2119,1,7,24
978,476,1,1,20
982,1330,1,0,0
986,3570,1,7,17
1006,3521,1,12,5
1016,2868,1,12,6
1027,3860,1,5,22
1028,2164,1,8,10
1029,1676,1,5,1
1038,2644,1,11,16
1040,2554,1,7,16
1043,3328,1,4,5
1063,2101,1,5,15
1067,715,1,1,4
1075,2834,1,5,19
1100,1932,1,4,17
1105,585,1,0,0
1112,1666,1,7,17
1118,3528,1,10,9
1122,2900,1,0,0
1145,2,1,0,0
1153,2864,1,7,3
1177,3763,1,3,7
1193,2476,1,11,22
1194,2850,1,0,0
1206,1811,1,6,1
1207,859,1,7,9
1213,933,1,4,10
1219,1417,1,3,23
1249,1973,1,0,0
1266,3266,1,0,0
1269,2810,1,8,7
1281,3376,1,10,2
1297,3880,1,2,9
1301,1442,1,11,10
1304,1228,1,12,23
1311,3339,1,0,0
1331,3604,1,5,22
1356,336,1,1,3
1362,1273,1,0,0
1381,1522,1,5,23
1400,879,1,6,1
1404,3425,1,11,23
1406,3436,1,1,10
1410,954,1,8,17
1418,3125,1,7,13
1420,3974,1,0,0
1426,3953,1,8,1
1435,3369,1,3,8
1442,1703,1,0,0
1456,2858,1,5,6
1502,268,1,2,23
1522,1362,1,3,22
1526,317,1,4,2
1569,3930,1,6,5
1577,739,1,6,8
1579,430,1,0,0
1622,2901,1,0,0
1630,518,1,4,5
1662,3559,1,3,1
1669,1226,1,8,7
1690,1217,1,11,8
1703,2216,1,8,20
1721,677,1,4,24
1739,1238,1,6,22
1741,1695,1,10,16
1755,671,1,4,18
1757,2815,1,8,22
1766,782,1,12,6
1769,1299,1,9,20
1785,3999,1,8,5
1786,1351,1,8,19
1800,3167,1,4,17
