id_device,id_user,device_type,device_brand,device_model
2587,220,1,3,2
4420,2688,2,0,0
536,2972,1,12,11
14979,0,16,1,1
3643,2257,2,4,17
3605,1042,1,6,1
2546,2796,1,1,14
4356,3811,2,0,0
1906,3557,1,7,5
2315,2415,1,4,1
3442,3800,1,0,0
2361,1517,1,10,2
5181,2644,2,4,7
4245,2895,2,0,0
4753,1313,2,0,0
737,3079,1,1,10
3118,1577,1,1,3
5338,3730,2,5,19
7518,2180,4,6,10
7599,3428,4,0,0
3913,3972,2,12,22
3358,3169,1,12,24
2977,1230,1,0,0
86,1739,1,7,2
2850,1308,1,0,0
5795,2415,2,11,9
7523,3469,4,8,22
4237,3604,2,6,8
14978,0,16,1,1
982,1330,1,0,0
3632,2180,1,10,22
5533,321,2,2,21
1800,3167,1,4,17
3223,2682,1,11,13
1016,2868,1,12,6
4751,2972,2,2,15
3954,441,2,1,14
2009,3940,1,7,15
4989,176,2,4,10
93,303,1,0,0
3315,2692,1,12,23
1027,3860,1,5,22
4639,1442,2,0,0
4218,496,2,4,14
310,1495,1,5,20
2503,3804,1,12,5
4875,1919,2,0,0
