id_device,id_user,device_type,device_brand,device_model
2885,3743,1,5,24
8016,3079,4,9,11
2551,2769,1,11,24
7523,3469,4,8,22
3514,1627,1,4,13
2227,2603,1,0,0
352,1806,1,0,0
1027,3860,1,5,22
1112,1666,1,7,17
7909,435,4,10,1
2047,188,1,6,11
1961,202,1,8,20
2823,2715,1,1,14
5438,739,2,4,9
3434,3723,1,2,8
2787,213,1,10,18
8293,3871,4,8,15
1769,1299,1,9,20
2546,2796,1,1,14
1786,1351,1,8,19
5409,332,2,11,19
3938,1417,2,0,0
5224,90,2,0,0
4565,3098,2,2,23
313,2305,1,11,21
2328,817,1,4,1
5051,2603,2,9,3
3573,586,1,2,3
2657,2460,1,0,0
4203,715,2,6,15
3350,2861,1,3,19
2009,3940,1,7,15
16020,0,9,1,1
5324,188,2,7,3
4882,618,2,0,0
3301,332,1,12,21
1442,1703,1,0,0
1194,2850,1,0,0
3305,441,1,0,0
875,3572,1,1,10
2564,1146,1,6,22
544,1157,1,0,0
4113,2119,2,5,20
1028,2164,1,8,10
7599,3428,4,0,0
3118,1577,1,1,3
7604,2446,4,3,23
