id_device,id_user,device_type,device_brand,device_model
1572,3027,1,5,23
569,1485,1,10,16
4001,1625,2,11,9
5766,2986,2,5,15
8198,293,4,12,7
474,1463,1,11,14
1131,962,1,1,23
5223,3323,2,0,0
2746,2565,1,8,13
4017,3381,2,0,0
3107,784,1,4,2
1234,3713,1,7,2
3173,2886,1,0,0
3100,1087,1,0,0
2576,3967,1,8,3
3180,3057,1,10,15
4729,934,2,10,19
5177,2239,2,0,0
4341,1722,2,0,0
70,3334,1,3,22
16095,0,11,1,1
4615,3001,2,1,19
1298,1024,1,4,1
16159,0,11,1,1
1151,3520,1,0,0
3515,1653,1,11,22
400,1450,1,7,10
3050,3396,1,0,0
16092,0,11,1,1
7610,2910,4,0,0
941,728,1,8,19
7713,3408,4,9,13
447,469,1,0,0
4194,2434,2,0,0
132,3629,1,0,0
5493,1438,2,0,0
4738,78,2,0,0
897,1101,1,2,11
553,1501,1,3,1
