id_device,id_user,device_type,device_brand,device_model
4961,1242,2,0,0
16186,0,11,1,1
15637,0,14,1,1
4165,291,2,0,0
3879,1079,2,4,14
1408,1656,1,9,11
7528,1949,4,6,15
1358,1968,1,3,21
15568,0,14,1,1
15683,0,14,1,1
3189,1080,1,5,3
1696,680,1,6,10
5736,1686,2,0,0
552,1736,1,1,20
4144,12,2,0,0
1708,191,1,8,10
14704,0,15,1,1
5431,444,2,3,23
823,2110,1,5,17
4510,3360,2,9,2
15446,0,14,1,1
29,3004,1,0,0
2963,3807,1,0,0
15653,0,14,1,1
5394,1139,2,7,23
650,900,1,0,0
4752,1464,2,3,11
8118,3836,4,8,11
15763,0,14,1,1
1091,1509,1,0,0
4802,2291,2,8,17
1099,2857,1,0,0
1657,12,1,7,14
2962,118,1,0,0
4931,697,2,0,0
15603,0,14,1,1
15555,0,14,1,1
3664,3614,2,0,0
1326,527,1,9,18
7797,1009,4,8,14
15871,0,10,1,1
15640,0,10,1,1
16017,0,9,1,1
2881,1357,1,0,0
2493,2543,1,0,0
15856,0,14,1,1
15908,0,14,1,1
359,274,1,8,5
15728,0,14,1,1
4094,1943,2,0,0
301,652,1,4,13
2914,699,1,11,7
7688,3416,4,6,15
2054,2807,1,10,2
8179,1859,4,0,0
7974,236,4,2,23
15445,0,14,1,1
1261,1056,1,1,20
15689,0,14,1,1
15591,0,14,1,1
16120,0,11,1,1
16077,0,11,1,1
15744,0,14,1,1
7737,3799,4,0,0
8247,3422,4,2,2
15693,0,14,1,1
