id_device,id_user,device_type,device_brand,device_model
28,217,1,9,11
60,1859,1,1,20
339,1767,1,2,20
357,1733,1,6,23
394,1012,1,4,7
453,3525,1,5,16
559,3529,1,1,18
678,1361,1,5,19
683,2289,1,0,0
768,2367,1,5,1
782,3724,1,0,0
821,3464,1,6,5
983,160,1,6,5
1025,1117,1,9,9
1035,38,1,8,2
1051,1427,1,3,23
1052,800,1,0,0
1149,2819,1,5,15
1352,2048,1,0,0
1464,1007,1,12,24
1520,1588,1,0,0
1523,319,1,2,17
1528,2125,1,8,23
1635,2728,1,8,2
1749,3569,1,9,22
1774,2077,1,9,13
1834,1068,1,0,0
1954,3181,1,0,0
1967,2368,1,12,3
1984,3199,1,11,17
2058,3343,1,10,4
2154,1081,1,0,0
2201,2400,1,2,24
2202,1689,1,12,8
2263,1490,1,1,5
2279,1663,1,12,7
2294,339,1,0,0
2323,2780,1,9,1
2365,1913,1,9,14
2510,258,1,0,0
2556,125,1,12,11
2606,1836,1,8,12
2701,2706,1,1,24
2838,443,1,3,22
2887,3353,1,1,5
2906,69,1,1,13
2908,685,1,2,5
2915,2529,1,0,0
2917,11,1,4,11
2947,1952,1,10,17
2986,3801,1,10,11
3069,2508,1,1,24
3278,2762,1,0,0
3279,3650,1,0,0
3329,451,1,1,4
3463,2548,1,8,4
3633,3993,1,8,22
3683,3650,2,11,9
3716,1723,2,0,0
3822,685,2,0,0
3968,2706,2,4,9
3989,3801,2,0,0
4097,1859,2,6,3
4100,1836,2,6,15
4145,2368,2,12,10
4149,443,2,1,6
4193,3199,2,9,17
4243,1427,2,3,10
4320,319,2,10,13
4551,2780,2,10,1
4721,1081,2,7,9
4801,800,2,9,8
4936,451,2,12,11
5078,3464,2,8,21
5214,3529,2,7,4
5292,1733,2,4,18
5367,1689,2,0,0
5420,1007,2,12,8
5428,2739,2,8,6
5437,3993,2,2,14
5457,3525,2,4,20
5477,1361,2,0,0
5496,258,2,8,11
5643,2529,2,2,10
5670,3181,2,3,8
5674,1767,2,4,10
5710,2508,2,7,10
5791,551,2,11,4
5809,1663,2,0,0
7514,1733,4,0,0
7527,3993,4,4,10
7540,1012,4,6,19
7563,98,4,10,4
7575,3724,4,12,15
7585,2548,4,11,4
7644,2289,4,8,23
7801,1952,4,0,0
7806,2508,4,0,0
7960,2125,4,2,18
8034,800,4,11,1
8107,1663,4,1,8
8114,217,4,0,0
8116,1689,4,8,11
8120,69,4,9,15
8179,1859,4,0,0
8185,1588,4,6,19
8221,3650,4,2,16
15004,0,10,1,1
15008,0,10,1,1
15010,0,10,1,1
15012,0,10,1,1
15013,0,10,1,1
15021,0,10,1,1
15022,0,10,1,1
15023,0,10,1,1
15026,0,10,1,1
15412,0,14,1,1
15413,0,14,1,1
15414,0,14,1,1
15415,0,14,1,1
15416,0,10,1,1
15473,0,14,1,1
15474,0,14,1,1
15475,0,14,1,1
15476,0,10,1,1
15477,0,14,1,1
15478,0,14,1,1
15479,0,10,1,1
15498,0,14,1,1
15499,0,10,1,1
15572,0,10,1,1
15573,0,14,1,1
15574,0,14,1,1
15578,0,14,1,1
15579,0,14,1,1
15580,0,14,1,1
15581,0,14,1,1
15582,0,10,1,1
15583,0,14,1,1
15584,0,14,1,1
15778,0,14,1,1
15987,0,9,1,1
15992,0,9,1,1
16045,0,9,1,1
16086,0,11,1,1
16087,0,11,1,1
16088,0,11,1,1
16089,0,11,1,1
16090,0,11,1,1
16102,0,11,1,1
16103,0,11,1,1
16104,0,11,1,1
16121,0,11,1,1
16122,0,11,1,1
16123,0,11,1,1
16124,0,11,1,1
16125,0,11,1,1
16126,0,11,1,1
16127,0,11,1,1
16128,0,11,1,1
16129,0,11,1,1
16130,0,11,1,1
